,ID,DATAEN,TYPE,ISSUES,GROUPID,IDEngineTakts,ProdPhase,IDLTA,IDProject,MGMT,REPETITIVE,CLOSING_DATE,Deleted,WorkedTime,IDEnginePL,IDSUBASSEMBLYACTIVITY,EBID.ID,IDISSUE,dataupdate,CAUSES,SOLUTIONS,IDResponsible,DUEDATE,STATUS_P,STATUS_D,STATUS_C,STATUS_A,LONG_TERM_ACTION,IDDevice,ExpirationDate,OriginDept,QT,ChargedDepartment,CauseDeptGeneric,EBIDT.ID,TRISGroup,OrderGroup,IssueOrder,Location,System,Cause,TRType,IssueType,EBIDT.ChargedDepartment,VerificationResponsible,PictureBefore,PictureAfter,Status,StatusNote,InternalNotes,QuantityFactor,TimeFactor,RiskFactor,Component,IssueSubType,DateClosureAgreed,DateClosureConfirmed,IssueSubSubType,ClosedAccepted,ClosurePhotoNeeded,ShipyardCheck,CommentNotCA,QT09,VOR,ImplementationNote,MeasureTaken,CauseDepartment,QTChecked,QTDeviceID,UpdateNumber,ResolutionOrder,ItemLongText,TaskLongText,TaskOwner,TaskOwnerSAP,DATA,PP,RESPONSIBLE,Magnitude,EngineNr,IDEngineProduction,TAKT_Nr,Activity_Nr,EngineType
53,59,2017-03-22,L1,IDEM PROBLEMA TAKT 6.4,3.0,3006.0,,,,0,0,2017-03-24,0,0.0,,,195,59,2017-03-24 12:15:56,,ATTIVITÃ  COMPLETATA  24/3,,U,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/03/2017,AA, ,,PAAE321945   P114,95.0,6,5,W18V50DF
54,60,2017-03-22,L1,IDEM PROBLEMA TAKT 6.4,3.0,3007.0,,,,0,0,2017-03-24,0,0.0,,,197,60,2017-03-24 12:16:48,,"ARRIVO TUBAZIONI   22/3
ATTIVITÃ  COMPLETATA 24/3",67.0,U,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/03/2017,AA, Gambar,,PAAE321945   P114,95.0,6,6,W18V50DF
55,61,2017-03-22,R1,MOTORE FERMO,3.0,3996.0,,,,0,0,2017-03-28,0,0.0,,,242,61,2017-03-28 13:53:46,MANCANZA DI PERSONALE,,191.0,U,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/03/2017,HP, Capi,,PAAE303844  P.121,102.0,8,1,W8L46F
56,62,2017-03-22,L2,L'ORING PER LA CANALA DRENAGGI Ã¨ CORTO (003371185),3.0,3148.0,,,,0,0,2017-03-23,0,0.0,,,168,62,2017-03-23 09:41:38,,FATTO UN NUOVO PRELIEVO DA ATM E FAR CONTROLLARE QUANTITATIVO A MAGAZZINO,209.0,U,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/03/2017,HP, GIURISSEVICH/ PETRONIO,,PAAE303842  P111,96.0,11,1,W12V46F
57,63,2017-03-22,L1,MANCANO LE VITI PER L'END-COVER PAAC001611 PEZZI 6,3.0,3148.0,,,,0,0,2017-03-23,0,0.0,,,167,63,2017-03-23 09:40:05,,EFFETTUATO PRELIEVO DA ATM,15.0,U,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/03/2017,HP, Cipolat,,PAAE303842  P111,96.0,11,1,W12V46F
58,64,2017-03-22,L1,MANCA IL TUBO PAAR 094443,3.0,3796.0,,,,0,0,2017-03-23,0,0.0,,,173,64,2017-03-23 13:33:13,,PRELIEVO DA MAGAZZINO ARRIVATO IN 2 TURNO.,15.0,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/03/2017,HP, Cipolat,,PAAE327376  P112,98.0,9,3,W18V50DF
59,65,2017-03-22,M,MANCA L'ATTIVITA  MONTAGGIO OLIO LATO POMPE.,3.0,3737.0,,,,0,0,2017-03-22,0,0.0,,,149,65,2017-03-22 13:42:52,,,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/03/2017,HP, ,,PAAE327376  P112,98.0,1,1,W18V50DF
60,66,2017-03-22,L1,SEMPRE PROBLEMI PER LA REGOLAZIONE DEI TAPPER PIN,3.0,3526.0,,,,0,0,2017-06-16,0,0.0,,,2105,66,2017-06-16 11:34:42,NON ESISTE UNA PROCEDURA DEFINITIVA,TROVARE UNA PROCEDURA ADATTA,215.0,C,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/03/2017,AA, MAIO/BENSI,,PAAE299765  P112,100.0,8,1,W12V46F
61,67,2017-03-22,R1,L'OPERATORE 49042 ESCE ALLE 12 15.,3.0,3148.0,,,,0,0,2017-03-28,0,0.0,,,237,67,2017-03-28 09:47:43,,,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/03/2017,HP, ,,PAAE303842  P111,96.0,11,1,W12V46F
62,68,2017-03-22,L1,MANCA IL SUPPORTO PER POMPA COMB CIL9A,3.0,4131.0,,,,0,0,2017-03-23,0,0.0,,,156,68,2017-03-23 08:58:27,DOVEVA ESSERE MONTATO IN HP,MONTARE/RITROVATA IN HP,204.0,U,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/03/2017,AA, HP,,paae321947,104.0,1,1,W18V50DF
63,69,2017-03-22,T,BLOCCO DEL CIRCUITO ELETTRICO DEL VIRATORE CAUSA ESCLUSIONE PER DIVERSE VOLTE DEL INTERRUTORE TERMICO,3.0,4174.0,,,,0,0,2017-03-28,0,0.0,,,225,69,2017-03-28 08:56:49,RIVEDEREL'ASSORBIMENTO DEL MOTORE ELETTRICO,FARE ENNESIMA NOTIFICA ALLA MANUTENZIONE,214.0,U,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/03/2017,AA, FERLUGA,,paae321947,104.0,7,1,W18V50DF
64,70,2017-03-23,R1,MOTORE FERMO!,3.0,3953.0,,,,0,0,2017-03-28,0,0.0,,,241,70,2017-03-28 13:53:35,MANCANZA DI PERSONALE.,,191.0,U,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2017,HP, Capi,,PAAE303844  P.121,102.0,1,2,W8L46F
65,71,2017-03-23,R1,MOTORE FERMO!,3.0,3085.0,,,,0,0,2017-03-23,0,0.0,,,164,71,2017-03-23 09:38:15,MANCANZA DI PERSONALE.,INFO,206.0,C,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2017,HP, T.LEADER   CAPI,,PAAE303842  P111,96.0,1,3,W12V46F
66,72,2017-03-23,R1,NON SI PUO MOVIMENTARE IN HP3 IL MOTORE.,3.0,3085.0,,,,0,0,2017-03-28,0,0.0,,,235,72,2017-03-28 09:47:18,IL MOTORE HFO OCCUPA LA POSTAZIONE.,MOVIMENTARE IL MOTORE APPENA POSSIBILE...ATTESA SERRAGGIO PISTONI QUAIAT,208.0,G,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2017,HP, TEAM LEADER/CAPI,,PAAE303842  P111,96.0,1,3,W12V46F
67,73,2017-03-23,M,MANCA IL TAKT 12,3.0,3085.0,,,,0,0,2017-03-28,0,0.0,,,236,73,2017-03-28 09:47:31,,RIVEDERE ENGINE BOARD,207.0,C,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2017,HP, BRESSAN/RETTI,,PAAE303842  P111,96.0,1,3,W12V46F
68,74,2017-03-23,R1,MANCANZA DI PERSONALE,3.0,3809.0,,,,0,0,2017-03-23,0,0.0,,,172,74,2017-03-23 13:31:53,L'OPERATORE 49042 Ã¨ USCITO ALLE 12 15.,,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2017,HP, ,,PAAE327376  P112,98.0,11,2,W18V50DF
69,75,2017-03-24,R1,MOTORE FERMO,3.0,3953.0,,,,0,0,2017-03-28,0,0.0,,,240,75,2017-03-28 13:53:18,MANCANZA PERSONALE,,191.0,U,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2017,HP, Capi,,PAAE303844  P.121,102.0,1,2,W8L46F
70,76,2017-03-24,R1,MOTORE FERMO IN PRIMO TURNO,3.0,4351.0,,,,0,0,2017-03-30,0,0.0,,,283,76,2017-03-30 09:34:27,MANCANZA PERSONALE,,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2017,HP, ,,PAAE303842  P111,96.0,12,1,W12V46F
71,77,2017-03-24,L4,TAKT NON COMPLETATO CAUSA TUBO FUEL RETURN PIPE MANCANTE ITEM 7 DISEGNO DAAW015936,3.0,2948.0,,,,0,0,2017-03-24,0,0.0,,,176,77,2017-03-24 07:29:22,,,15.0,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2017,HP, Cipolat,,PAAE327375,94.0,15,1,W18V50DF
72,78,2017-03-24,R1,"Alla lettura delle pc, si riscontrano i bearing camme fila A 5 e 7 invertiti. Takt non completato",3.0,3881.0,,,,0,0,2017-03-28,0,0.0,,,228,78,2017-03-28 09:30:07,Errore di montaggio avvenuto in fase HP,"Ripristinato errore a partire dal secondo turno del 23/03 con il montaggio a disegno dei particolari. Riportato in configurazione nel primo turno del 24/03
AZIONE CORRETTIVA: INSERIRE NEL MODULO DI QUALITA' IL CONTROLLO DELL'ORDINE DI ACCENSIONE DEL MOTORE DOPO IL MONTAGGIO DELLE RUOTE ASSE CAMME (HP).",216.0,C,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2017,AA, Giurissevich / Bressan,,PAAE321946  P115,101.0,7,2,W18V50DF
73,79,2017-03-24,L1,MANCA END COVER PAAR 002721,3.0,4261.0,,,,0,0,2017-03-31,0,0.0,,,302,79,2017-03-31 09:29:16,FORNITURA IN RITARDO,ATTESA CONSEGNA...ARRIVATO  29/3,67.0,U,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2017,HP, Gambar,,PAAE327377  P.113,105.0,2,8,W18V50DF
74,80,2017-03-24,R1,MOTORE FERMO.,3.0,4261.0,,,,0,0,2017-03-24,0,0.0,,,185,80,2017-03-24 09:22:26,MANCANZA DI PERSONALE.,INFO,191.0,G,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2017,HP, Capi,,PAAE327377  P.113,105.0,2,8,W18V50DF
75,81,2017-03-24,R1,"MOVIMENTAZIONE ,IN HP3,NON FATTIBILE.",3.0,3816.0,,,,0,0,2017-03-24,0,0.0,,,181,81,2017-03-24 08:48:54,MOTORE PAAE 327375 OCCUPA LA POSTAZIONE.,,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2017,HP, ,,PAAE327376  P112,98.0,12,4,W18V50DF
76,82,2017-03-24,R1,MANCANZA DI PERSONALE.,3.0,3812.0,,,,0,0,2017-03-24,0,0.0,,,182,82,2017-03-24 08:50:29,L'OPERATORE 49042 ESCE ALLE 12 15.,,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2017,HP, ,,PAAE327376  P112,98.0,12,2,W18V50DF
77,83,2017-03-24,L2,LE VITI DEL VOLANO NON HANNO ALCUN REGISTRO.,3.0,3121.0,,,,0,0,2017-05-23,0,0.0,,,1360,83,2017-05-23 14:40:03,,"AVVISATO IL COLLAUDO  PER L'ESTENSIONE , DESTRADI...DA CONTROLLARE",222.0,G,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2017,HP, FONTANOT,,PAAE303842  P111,96.0,6,Q,W12V46F
78,84,2017-03-24,L1,MANCANO PIPE CLAMP PAAR 015004 2PEZZI,3.0,3453.0,,,,0,0,2017-03-28,0,0.0,,,229,84,2017-03-28 09:40:03,,ARRIVATE 27-03 E MONTATE.,15.0,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2017,HP, Cipolat,,PAAE317345  P.111,99.0,10,3,W18V50SG
79,85,2017-03-24,L2,LE COVER PAAF344076 SONO PRIVE DI CAVA PER L'ORING.,3.0,3449.0,,,,0,0,2017-03-31,0,0.0,,,309,85,2017-03-31 09:38:58,ERRORE DI FORNITURA,"AVVISATO IL COLLAUDO, DESTRADI...MANDARE IN RIPARAZIONE I PEZZI ",226.0,U,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2017,HP, DESTRADI/ DEL DIN,,PAAE317345  P.111,99.0,9,3,W18V50SG
80,86,2017-03-24,L1,NEL LIBRO MATRICOLARE E' PRESENTE UN MODULO SBAGLIATO DEGLI SPAZI DI COMPRESSIONE ,3.0,2942.0,,,,0,0,2017-03-24,0,0.0,,,190,86,2017-03-24 12:00:42,ABBIAMO IL MODULO DAAE002313,SUL PC ABBIAMO QUELLO GIUSTO CIOE' DAAR007869.,210.0,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2017,HP, SALA STAMPA,,PAAE327375,94.0,14,2,W18V50DF
81,87,2017-03-24,M,"IL MODULO DI REGISTRAZIONE DEGLI SPAZI DI COMPRESSIONE NEL LIBRO MATRICOLARE E' SBAGLIATO.

 ",3.0,3813.0,,,,0,0,2017-03-24,0,0.0,,,198,87,2017-03-24 12:44:53,SBAGLIATO DI STAMPARE,A NOI SERVE DAAR007869,210.0,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2017,HP, SALA STAMPA,,PAAE327376  P112,98.0,12,9.Q,W18V50DF
82,88,2017-03-24,M,SUL DISEGNO DEI DRENAGGI (PAAR015970) NON SONO SEGNATE LE VITI PER IL FISSAGGIO DELLE PIPE CLAMP(PAAR015004),3.0,3453.0,,,,0,0,2017-03-29,0,0.0,,,256,88,2017-03-29 09:36:10,,AVVISATO IL COLLAUDO...BASTA APRIRE IL DISEGNO DELLE PIPE CLAMP.,211.0,C,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2017,HP, DESTRADI-CANTE,,PAAE317345  P.111,99.0,10,3,W18V50SG
83,89,2017-03-27,S2,MANCANTE PIASTRA PARAOLIO ,3.0,4370.0,,,,0,0,2017-03-30,0,0.0,,,276,89,2017-03-30 09:23:06,FORNITORE IN RITARDO,ARRIVO PREVISTO 29/3,67.0,U,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/03/2017,HP, Gambar,,PAAE317346  P.112,106.0,3,3,W18V50SG
84,90,2017-03-27,L1,CASSA POMPE NON PRONTA,3.0,4379.0,,,,0,0,2017-03-28,0,0.0,,,243,90,2017-03-28 13:55:29,,PRONTA 27/3 IN SECONDO TURNO,193.0,U,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/03/2017,HP, FARCI/ABATE,,PAAE317346  P.112,106.0,4,1,W18V50SG
85,91,2017-03-27,M,SPOSTARE PILOTINE E TUBI ESCLUSORI PRIMA DEI VALVE TAPPET,3.0,3827.0,,,,0,0,2017-03-27,0,0.0,,,205,91,2017-03-27 09:40:58,INTERFERENZA ,RIVEDERE SEQUENZA,212.0,C,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/03/2017,HP, MAIO / PALMISANO,,PAAE327376  P112,98.0,14,1,W18V50DF
86,92,2017-03-27,M,"SPOSTARE LA PRESSATURA NAFTA DA HP4 IN HP3.
SPOSTARE I PASSAGGI OLIO IN HOT BOX DA HP3 IN HP4, AL POSTO DELLA CALATA NAFTA.",3.0,3824.0,,,,0,0,2017-03-27,0,0.0,,,206,92,2017-03-27 09:44:57,MIGLIORAMENTO DEL METODO DI MONTAGGIO,REVISIONE SEQUENZA,212.0,C,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/03/2017,HP, MAIO / PALMISANO,,PAAE327376  P112,98.0,13,7,W18V50DF
87,93,2017-03-27,S3,RIMONTATE TUTTE LE COPERTURE DELL'AIR RECEIVER POST MODIFICA BREG. FASE NON CONTEMPLATA NEI TAKT.,3.0,3491.0,,,,0,0,2017-03-29,0,0.0,,,251,93,2017-03-29 09:04:48,ERRORE DISEGNO,ASSEMBLATEW COPERTURE IN MONTAGGIO...ATTIVITÃ  NON PREVISTA...CARICARE ORE NELLA NOTIFICA,213.0,U,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/03/2017,AA, BERTUZZI/CIPOLAT,,PAAE299765  P112,100.0,1,1,W12V46F
88,94,2017-03-27,L1,MANCA TUBO TRA PILOTINE 0035K186800,3.0,3828.0,,,,0,0,2017-03-27,0,0.0,,,210,94,2017-03-27 21:35:23,DOVEVA PERVENIRE CON ATK1...NON PERVENUTO.,,15.0,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/03/2017,HP, Cipolat,,PAAE327376  P112,98.0,14,2,W18V50DF
89,95,2017-03-27,M,I BRACKET/SCUDI TRA CILINDRI NON SI RIESCONO A POSIZIONARE.  DEVONO ESSER MONTATI PRIMA DELL'ARIA 30 BAR IN HOT-BOX.,3.0,3822.0,,,,0,0,2017-03-27,0,0.0,,,212,95,2017-03-27 21:47:51,L'ARIA 30 BAR IN HOT-BOX Ã¨ GIA MONTATA.,SCONPORRE SCUDI DAI BRACKET OPPURE SMOTARE L'ARIA 30 BAR.,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/03/2017,HP, ,,PAAE327376  P112,98.0,13,5,W18V50DF
90,96,2017-03-27,L4,MANCANTI 2 DADI DEI PISTONI 0031B014800,3.0,3160.0,,,,0,0,2017-04-03,0,0.0,,,338,96,2017-04-03 13:49:07,,"PRELEVARE 2 DADI, PER PROSEGUIRE CASOMAI PRENDERE QUELLI DELL'8 CILINDRI CHE SONO UGUALI E POI RIPRISTINARE.",15.0,G,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/03/2017,HP, Cipolat,,PAAE303842  P111,96.0,14,T,W12V46F
91,97,2017-03-27,M,MANCANO LE ATTIVITA: MONT. ATTRAVERSAMENTO TUBI ESCLUSORI E ATTRAVERSAMENTO ARIA 30 BAR.(LATO VOLANO),3.0,3803.0,,,,0,0,2017-03-27,0,0.0,,,214,97,2017-03-27 21:58:40,,,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/03/2017,HP, ,,PAAE327376  P112,98.0,10,5,W18V50DF
92,98,2017-03-27,R1,MOTORE FERMO  IN SECONDO TURNO,3.0,3458.0,,,,0,0,2017-03-29,0,0.0,,,257,98,2017-03-29 09:36:28,MANCANZA DI PERSONALE,,191.0,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/03/2017,HP, Capi,,PAAE317345  P.111,99.0,11,4,W18V50SG
93,99,2017-03-27,R1,GLI OPERATORI HANNO INIZIATO ALLE 16 30. ,3.0,3827.0,,,,0,0,2017-03-27,0,0.0,,,217,99,2017-03-27 22:10:27,"L'OPERATORE 49042 Ã¨ ENTRATO ALLE 16 30.L'OPERATORE 49328,PRIMA,HA MONTATO DRENAGGI SU 2 MOTORI DENTON.",,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/03/2017,HP, ,,PAAE327376  P112,98.0,14,1,W18V50DF
94,100,2017-03-27,L1,TUBI ACQUA LT NON CI SONO.,3.0,4004.0,,,,0,0,2017-03-28,0,0.0,,,269,100,2017-03-29 21:29:13,,SOLLECITATO MAGAZZINO...ARRIVATI DAVANTI LINEA  HP1. ARRIVATI 29-03 DAVANTI HP4 LINEA 1 IN PRIMO TURNO.,15.0,U,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/03/2017,HP, Cipolat,,PAAE303844  P.121,102.0,9,1,W8L46F
95,101,2017-03-27,L1,PANNELLO ELETTRICO NON PERVENUTO.,3.0,4006.0,,,,0,0,2017-03-28,0,0.0,,,238,101,2017-03-28 13:52:30,,CHIAMATO MATERIALE A PETRONIO...ARRIVATO 28/3,54.0,G,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/03/2017,HP, Macorini,,PAAE303844  P.121,102.0,9,3,W8L46F
96,102,2017-03-27,R1,MOTORE FERMO,3.0,4457.0,,,,0,0,2017-03-29,0,0.0,,,253,102,2017-03-29 09:26:37,MANCANZA DI PERSONALE IN 2 TURNO.,,191.0,U,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/03/2017,HP, Capi,,PAAE303843  P.112,107.0,2,1,W12V46F
97,103,2017-03-28,L1,CICCHETTO OLIO L.O.V.PAR.12 COMP.PAAF489650 NON SI RIESCE A MONTARE CAUSA BOCCOLE DISASSATE CO LAMATURE SUPP-TURBO ,3.0,4149.0,,107.0,135.0,0,1,2017-05-23,0,0.0,,,1366,103,2017-05-23 14:51:18,PROBLEMA RIPETITIVO,"DARE PIU' GIOCO ALLE LAMATURE.
APRIRE NOTIFICA A PME. ORE IMPIEGATE PER RIPRISTINO 5h.",78.0,S,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/03/2017,AA, Tiberio,,paae321947,104.0,3,3,W18V50DF
98,104,2017-03-28,L3,GLI OR 003371490 NON SONO NEL NOSTRO BULK,3.0,4449.0,,,,0,0,2017-03-30,0,0.0,,,278,104,2017-03-30 09:27:11,SONO REPERIBILI NEL BULK W26,"IMPLEMENTARE IL NOSTRO BULK HP0 DI TALE ARTICOLO ONDE DOVERE EVITARE DI CERCARLI. PROBLEMA RICORRENTE...GIÃ  RICHIESTO E IN MA GIÃ  IMPLEMENTATO, DA CONTROLLARE PER HP",17.0,C,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/03/2017,HP, Palmisano,,PAAE303843  P.112,107.0,1,2,W12V46F
99,105,2017-03-28,L4,MANCANO 2 SPINE 004870079 12X70 CONICHE,3.0,3558.0,,,,0,0,2017-03-29,0,0.0,,,252,105,2017-03-29 09:06:54,MANCATA FORNITURA,FARLE COSTRUIRE PER QUESTO MOTORE E CONTROLLARE STOCK A MAGAZZINO,217.0,U,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/03/2017,AA, COLLAUDO/ BRESSAN,,PAAE299765  P112,100.0,15,1,W12V46F
100,106,2017-03-28,R1,PER POTER MONTARE IL COFANO LATO VOLANO F.B. E' NECESSARIO PRIMA MONTARE IL BRACKET. ,3.0,3085.0,,,,0,0,2017-04-03,0,0.0,,,339,106,2017-04-03 13:49:32,L'ASSENZA DI TALE COFANO COMPROMETTE IL COMPLETAMENTO DEI SERVIZI CONTROL AIR E ATTRAVERSAMENTI ARIA.,SOLLECITARE GLI ADDETTI DELLE INCASTELLATURE A MONTARE TALI BRACKET.,191.0,U,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/03/2017,HP, Capi,,PAAE303842  P111,96.0,1,3,W12V46F
101,107,2017-03-28,L3,MANCANTI IL LINEA RACCORDI AD ANGOLO 006230535,3.0,3085.0,,,,0,0,2017-03-30,0,0.0,,,281,107,2017-03-30 09:31:46,TROVATI IN ZONA TUBISTI EX RIKI,IMPLEMENTARE NOSTRI KANBAN...GIÃ  PRESENTE IN HP,17.0,C,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/03/2017,HP, Palmisano,,PAAE303842  P111,96.0,1,3,W12V46F
102,108,2017-03-28,R1,DANNEGGIATA UNA FASCIA RASCHIAOLIO DURANTE IL MONTAGGIO,3.0,3461.0,,,,0,0,2017-03-29,0,0.0,,,258,108,2017-03-29 09:36:46,FATTO QI DESTRADI 3101453,"ANDARE A PRENDERE UNA IN M1M,  LASCIO LA CARTA IN UFFICIO NOSTRO.",4.0,G,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/03/2017,HP, TEAM LEADER,,PAAE317345  P.111,99.0,12,1,W18V50SG
103,109,2017-03-28,R1,GLI OPERATORI HANNO INIZIATO A LAVORARE ALLE 16 30.,3.0,3835.0,,,,0,0,2017-03-28,0,0.0,,,250,109,2017-03-28 22:40:04,HANNO INIZIATO IL TURNO ALLE 16 30.,,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/03/2017,HP, ,,PAAE327376  P112,98.0,14,7,W18V50DF
104,110,2017-03-29,L4,MANCA RETURN OIL PIPE PAAE 124817,3.0,4592.0,,,,0,0,2017-03-31,0,0.0,,,297,110,2017-03-31 09:16:30,,DA CONTROLLARE...ARRIVATO  31/3,71.0,U,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/03/2017,AA, Petronio,,PAAE327375,108.0,3,7,W18V50DF
105,111,2017-03-29,R1,MANCANZA DI PERSONALE.,3.0,3463.0,,,,0,0,2017-03-31,0,0.0,,,308,111,2017-03-31 09:38:06,L'OPERATORE 49042 ENTRA ALLE 16 30.,,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/03/2017,HP, ,,PAAE317345  P.111,99.0,13,1,W18V50SG
106,112,2017-03-29,R2,NEL DISEGNO DELLA COPPA DAAE051445 NON SONO SPECIFICATE NE GROWER NE TAB WASHER NEL CASO SI MONTI IL RUNNING FILTER (DETTAGLIO D),3.0,4480.0,,,,0,0,2017-03-30,0,0.0,,,277,112,2017-03-30 09:26:34,MONTATE VITI 16X45 E GROWER PER ORDINE MAIO,"MODIFICARE I DISEGNI...DISEGNI DA CONTROLLARE
ADOTTARE STESSO MATERIALE SU TUTTA LA COMMESSA",221.0,C,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/03/2017,HP, PALMISANO/CAPI,,PAAE303843  P.112,107.0,5,3,W12V46F
